"Name","Address","City","Cuisine","PriceRange","Rating","ReviewCount","Phone","Source","Region"
"Keik Restaurant","11033 Pines Blvd","Pembroke Pines, FL","American","$$$$","4.9/5 Google","315+ reviews","N/A","restaurantji.com/Tripadvisor","Pembroke Pines"
"Pho Bar Vietnamese Kitchen","10640 Pines Blvd","Pembroke Pines, FL","Vietnamese","N/A","4.8/5 Google","439+ reviews","N/A","restaurantji.com","Pembroke Pines"
"E41 - Embarcadero 41","10350 Pines Blvd D112","Pembroke Pines, FL","Seafood","N/A","4.8/5 Google","431+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Brandon's Bistro","207 N Hiatus Rd","Pembroke Pines, FL","Southern","N/A","4.5/5 Google","471+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Sushi Sake","10640 Pines Blvd","Pembroke Pines, FL","Japanese","N/A","4.7/5 Google","539+ reviews","N/A","restaurantji.com","Pembroke Pines"
"KPOT Korean BBQ & Hot Pot (Pembroke Pines)","15995 Pines Blvd","Pembroke Pines, FL","Korean","N/A","4.9/5 Google","180+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Origen Signature Peruvian Cuisine","10000 Stirling Rd #8","Pembroke Pines, FL","Peruvian","N/A","4.7/5 Google","405+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Tacu Taku Peruvian Kitchen","911 NW 209th Ave #115","Pembroke Pines, FL","Peruvian","N/A","4.8/5 Google","267+ reviews","N/A","restaurantji.com","Pembroke Pines"
"365 Thai & Sushi","18265 Pines Blvd","Pembroke Pines, FL","Thai","N/A","4.9/5 Google","167+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Patria Boricua","10255 Pines Blvd","Pembroke Pines, FL","Puerto Rican","N/A","4.9/5 Google","159+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Twin Peaks (Pembroke Pines)","440 SW 145th Ave","Pembroke Pines, FL 33027","American/Sports Bar","$$-$$$","4.5/5 Google","919+ reviews","N/A","restaurantji.com/Tripadvisor","Pembroke Pines"
"Level TwentyNine Peruvian & Asian Cuisine","600 SW 145th Terrace Ste A","Pembroke Pines, FL","Peruvian/Asian Fusion","N/A","4.5/5 Google","839+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Las Vegas Cuban Cuisine (Pembroke Pines)","2150 N University Dr","Pembroke Pines, FL","Cuban","N/A","4.6/5 Google","485+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Mantra Fine Indian Cuisine","15953 Pines Blvd","Pembroke Pines, FL","Indian","N/A","4.7/5 Google","357+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Wahbi Sabi Japanese Korean Restaurant","10032 Pines Blvd","Pembroke Pines, FL","Asian Fusion","N/A","4.7/5 Google","290+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Capriccio Ristorante","2424 N University Dr","Pembroke Pines, FL","Italian","$$$$","4.5/5 Google","771+ reviews","N/A","restaurantji.com/Tripadvisor","Pembroke Pines"
"Casa España Tapas Y Vinos","14537 SW 5th St","Pembroke Pines, FL","Spanish","N/A","4.5/5 Google","611+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Las Cazuelas","18279 Pines Blvd","Pembroke Pines, FL","Mexican","N/A","4.8/5 Google","126+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Nori Tori Japanese Buffet","14838 Pines Blvd","Pembroke Pines, FL","Japanese","$$-$$$","4.6/5 Google","432+ reviews","N/A","restaurantji.com/Tripadvisor","Pembroke Pines"
"Sr. Ceviche","2086 N University Dr","Pembroke Pines, FL","Peruvian","N/A","4.5/5 Google","513+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Himalayan Indian Kitchen","11262 Pines Blvd","Pembroke Pines, FL","Indian","N/A","4.8/5 Google","117+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Pubbelly Sushi (Pembroke Pines)","306 SW 145th Ave","Pembroke Pines, FL","Sushi","N/A","4.5/5 Google","353+ reviews","N/A","restaurantji.com","Pembroke Pines"
"Village Tavern","14555 SW 2nd St","Pembroke Pines, FL 33027","American","$$-$$$","4.4/5 Google","2650","N/A","Tripadvisor/Wanderlog","Pembroke Pines"
"Brimstone Wood Fire Grill","14575 SW 5th St","Pembroke Pines, FL 33027","American/Steakhouse","$$-$$$","4.4/5 Google","4286","N/A","Tripadvisor/Wanderlog","Pembroke Pines"
"The Pub - Pembroke Pines","237 SW 145th Terrace","Pembroke Pines, FL 33027","Gastropub","$$-$$$","4.5/5 Google","2289","N/A","Tripadvisor/Wanderlog","Pembroke Pines"
"Sosta Caffe","10800 Pines Blvd","Pembroke Pines, FL 33026","Italian","$$-$$$","4.4/5 Google","1445","N/A","Tripadvisor/Wanderlog","Pembroke Pines"
"Mezes Greek Taverna","10040 Pines Blvd","Pembroke Pines, FL 33024","Greek/Mediterranean","$$-$$$","4.7/5 Google","1144","N/A","Tripadvisor","Pembroke Pines"
"Bare Bones BBQ and Jerk","1451 N Palm Ave","Pembroke Pines, FL 33026","Barbecue/Caribbean","N/A","4.4/5 Google","N/A","N/A","Wanderlog","Pembroke Pines"
"Cebiche-Bar Pembroke Pines","10860 Pines Blvd","Pembroke Pines, FL 33025","Peruvian","N/A","4.5/5 Google","N/A","N/A","Wanderlog","Pembroke Pines"
"Mikan Japanese Restaurant","12502 Pines Blvd","Pembroke Pines, FL 33027","Japanese/Sushi","N/A","4.5/5 Google","N/A","N/A","Wanderlog","Pembroke Pines"
"Bahama Breeze (Pembroke Pines)","11000 Pines Blvd","Pembroke Pines, FL 33026","Caribbean","$$-$$$","4.2/5 Google","N/A","N/A","Wanderlog","Pembroke Pines"
"Cracker Barrel (Pembroke Pines)","N/A","Pembroke Pines, FL","American","$$-$$$","4.1/5 Google","922","N/A","Tripadvisor","Pembroke Pines"
"Il Toscano Ristorante Italiano","N/A","Pembroke Pines, FL","Italian","$$-$$$","4.5/5 Google","700","N/A","Tripadvisor","Pembroke Pines"
"Bocas House Weston","1793 Bell Tower Ln","Weston, FL","Latin American/Contemporary","$$-$$$","4.8/5 Google","1,256+ reviews","N/A","restaurantji.com","Weston"
"Caminito Weston","1916 Weston Rd","Weston, FL","Argentine/Steakhouse","N/A","4.9/5 Google","378+ reviews","N/A","restaurantji.com","Weston"
"Zona Blu Weston Italian Restaurant","189 Weston Rd","Weston, FL","Italian/Sardinian","$$-$$$","4.5/5 Google","467+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"Negroni Weston","1744 Main St","Weston, FL","French/International","$$-$$$","4.4/5 Google","662+ reviews","(954) 444-0096","restaurantji.com/Tripadvisor","Weston"
"Carolina Ale House - Weston","2618 Weston Rd","Weston, FL","American/Sports Bar","N/A","4.7/5 Google","764+ reviews","N/A","restaurantji.com","Weston"
"Sushiato Weston","4483 Weston Rd","Weston, FL","Japanese","N/A","4.7/5 Google","498+ reviews","N/A","restaurantji.com","Weston"
"Katana Cocina Nikkei","1952 Weston Rd","Weston, FL","Sushi/Nikkei","N/A","4.7/5 Google","330+ reviews","N/A","restaurantji.com","Weston"
"Piola Italian Restaurant Weston","15641 Sheridan St #600","Weston, FL","Italian/Pizza","N/A","4.7/5 Google","434+ reviews","N/A","restaurantji.com","Weston"
"Ke-uH Restaurant (Weston)","2278 Weston Rd","Weston, FL","Sushi","N/A","4.7/5 Google","337+ reviews","N/A","restaurantji.com","Weston"
"Ceviche Arigato Restaurant","288 Indian Trace","Weston, FL 33326","Peruvian/Japanese Fusion","$$-$$$","4.7/5 Google","377+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"Bonefish Grill (Weston)","4545 Weston Rd","Weston, FL","Seafood","$$-$$$","4.5/5 Google","620+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"Moon Thai & Japanese","2818 Weston Rd","Weston, FL","Thai/Japanese","N/A","4.6/5 Google","369+ reviews","N/A","restaurantji.com","Weston"
"La Rural Argentine Steakhouse","2346 Weston Rd","Weston, FL","Steakhouse/Argentine","$$-$$$","4.5/5 Google","500+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"Smoke on the Water","1630 Bell Tower Ln","Weston, FL","American/Bar","N/A","4.6/5 Google","342+ reviews","N/A","restaurantji.com","Weston"
"Salumeria 104 - Weston","1370 Weston Rd","Weston, FL","Italian","N/A","4.5/5 Google","220+ reviews","N/A","restaurantji.com","Weston"
"Myung Ga Tofu & Barbecue","1944 Weston Rd","Weston, FL","Korean","N/A","4.6/5 Google","233+ reviews","N/A","restaurantji.com","Weston"
"Baires Grill - Weston","2210 Weston Rd","Weston, FL","Argentine/Steakhouse","$$-$$$","4.4/5 Google","723+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"Shibuya Grill & Sushi Bar Weston","2600 Glades Cir #700","Weston, FL","Asian Fusion/Sushi","$$-$$$","4.5/5 Google","294+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"GuacaTacos - Mexican Cantina","2203 N Commerce Pkwy","Weston, FL","Mexican","N/A","4.4/5 Google","317+ reviews","N/A","restaurantji.com","Weston"
"Tarantella Ristorante & Pizzeria","1755 Bell Tower Ln","Weston, FL","Italian/Pizza","$$-$$$","4.4/5 Google","483+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"Mangia & Bevi Pizzeria Napoletana Weston","2378 Weston Rd","Weston, FL","Italian/Pizza","N/A","4.4/5 Google","257+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"La Perla Seafood Bar & Grill","1396 SW 160th Ave Suite 6","Weston, FL","Peruvian/Seafood","$$-$$$","4.5/5 Google","271+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"Japan Inn","1798 Market St","Weston, FL","Japanese","N/A","4.3/5 Google","732+ reviews","N/A","restaurantji.com","Weston"
"Flanigan's Seafood Bar and Grill (Weston)","2460 Weston Rd","Weston, FL","American/Seafood","$$-$$$","4.3/5 Google","575+ reviews","N/A","restaurantji.com/Tripadvisor","Weston"
"Anthony's Coal Fired Pizza & Wings (Weston)","4527 Weston Rd","Weston, FL","Italian/Pizza","$$-$$$","4.3/5 Google","385+ reviews","N/A","restaurantji.com","Weston"
"Acquolina","2320 Weston Rd","Weston, FL","Italian/Seafood","$$-$$$","4.1/5 Google","477","N/A","Tripadvisor/restaurantji","Weston"
"Entretapas Restaurant","N/A","Weston, FL","Mediterranean/Spanish","$$-$$$","4.1/5 Tripadvisor","255+ reviews","N/A","Tripadvisor/Wanderlog","Weston"
"Weston Diner","N/A","Weston, FL","American/Diner","$$-$$$","4.2/5 Google","1288","N/A","Tripadvisor","Weston"
"Cheese Course (Weston)","N/A","Weston, FL","American","$$-$$$","4.1/5 Google","304","N/A","Tripadvisor","Weston"
"El Churrascaso Grill - Miramar","11608 City Hall Promenade","Miramar, FL","Steakhouse/Brazilian","N/A","4.8/5 Google","882+ reviews","N/A","restaurantji.com","Miramar"
"Amici Trattoria Italian","11338 Miramar Pkwy","Miramar, FL","Italian","$$-$$$","4.8/5 Google","608+ reviews","N/A","restaurantji.com/Tripadvisor","Miramar"
"Zuru Ramen Bar - Miramar","11225 Miramar Pkwy Ste 233","Miramar, FL","Ramen/Japanese","N/A","4.8/5 Google","401+ reviews","N/A","restaurantji.com","Miramar"
"Cucina Moderna","11225 Miramar Pkwy Ste 260","Miramar, FL","Italian/Pizza","N/A","4.6/5 Google","407+ reviews","N/A","restaurantji.com","Miramar"
"World of Beer","11225 Miramar Pkwy B295","Miramar, FL","American/Gastropub","N/A","4.5/5 Google","492+ reviews","N/A","restaurantji.com","Miramar"
"Rosalia's Kitchen","12130 Miramar Pkwy","Miramar, FL","Italian/Contemporary","$$-$$$","4.5/5 Google","446+ reviews","N/A","restaurantji.com/Tripadvisor","Miramar"
"La Famiglia Italian Restaurant & Pizzeria","11655 Red Rd","Miramar, FL","Italian/Pizza","$$-$$$","4.6/5 Google","396+ reviews","N/A","restaurantji.com/Tripadvisor","Miramar"
"El Rey de la Salchipapa","11635 Red Rd","Miramar, FL","Colombian","N/A","4.6/5 Google","205+ reviews","N/A","restaurantji.com","Miramar"
"Chifa Du Kang - Miramar","14633 Miramar Pkwy","Miramar, FL","Chinese/Peruvian","$$-$$$","4.8/5 Google","96+ reviews","N/A","restaurantji.com/Tripadvisor","Miramar"
"Miga's Steak House","16311 Miramar Pkwy","Miramar, FL","Steakhouse/Argentine","$$-$$$","4.4/5 Google","413+ reviews","N/A","restaurantji.com/Tripadvisor","Miramar"
"Nami Sushi","12711 Miramar Pkwy","Miramar, FL","Sushi/Japanese","N/A","4.6/5 Google","246+ reviews","N/A","restaurantji.com","Miramar"
"Sushi Sake Miramar","18415 Miramar Pkwy","Miramar, FL","Sushi/Japanese","N/A","4.5/5 Google","149+ reviews","N/A","restaurantji.com","Miramar"
"T's Kitchen & Sweetz","2000 S State Rd 7","Miramar, FL","American/Pasta","N/A","4.5/5 Google","92+ reviews","N/A","restaurantji.com","Miramar"
"Texas Roadhouse (Miramar)","3241 SW 160th Ave","Miramar, FL","American/Steakhouse","$$-$$$","4.2/5 Google","682+ reviews","N/A","restaurantji.com/Tripadvisor","Miramar"
"The Bistro - Eat. Drink. Connect.","14500 SW 29th St","Miramar, FL","American","N/A","4.7/5 Google","65+ reviews","N/A","restaurantji.com","Miramar"
"Mangia & Bevi Pizzeria Napoletana (Miramar)","14453 Miramar Pkwy","Miramar, FL","Italian/Pizza","N/A","4.5/5 Google","54+ reviews","N/A","restaurantji.com","Miramar"
"El Fogon Peruvian Cuisine","2913 SW 160th Ave","Miramar, FL","Peruvian","$$-$$$","4.2/5 Google","297+ reviews","N/A","restaurantji.com/Tripadvisor","Miramar"
"La Belle Jacmelienne Cafe","3328 S University Dr","Miramar, FL","Haitian","N/A","4.2/5 Google","232+ reviews","N/A","restaurantji.com","Miramar"
"Bon Appetit Restaurant & 727 Lounge","6252 Pembroke Rd","Miramar, FL","Haitian","N/A","4.1/5 Google","1,450+ reviews","N/A","restaurantji.com","Miramar"
"Silver Spoon Thai & Sushi","2929 SW 160th Ave","Miramar, FL","Thai/Sushi","$$-$$$","4.2/5 Google","246+ reviews","N/A","restaurantji.com/Tripadvisor","Miramar"
"Primo's Pizza & Pasta","17173 Miramar Pkwy","Miramar, FL","Italian/Pizza","$$-$$$","4.1/5 Google","212+ reviews","N/A","restaurantji.com/Tripadvisor","Miramar"
"Tribeca Restaurant And Lounge","12100 Miramar Pkwy #170","Miramar, FL","Latin American","N/A","4.0/5 Google","205+ reviews","N/A","restaurantji.com","Miramar"
"Benihana - Miramar","3261 SW 160th Ave","Miramar, FL","Japanese/Steakhouse","$$-$$$","3.7/5 Google","1336","N/A","Tripadvisor/restaurantji","Miramar"
"Miramar Seafood And Steak","N/A","Miramar, FL","American/Steakhouse","$$$$","4.9/5 Tripadvisor","7+ reviews","N/A","Tripadvisor","Miramar"
"Cabana Cafe","N/A","Miramar, FL","American/Bar","$$-$$$","4.0/5 Tripadvisor","100+ reviews","N/A","Tripadvisor","Miramar"
"Lin's Asian Cuisine","N/A","Miramar, FL","Chinese/Asian","$$-$$$","4.2/5 Tripadvisor","114+ reviews","N/A","Tripadvisor","Miramar"
"Our Humble Abode","N/A","Miramar, FL","American/Latin","$$-$$$","4.0/5 Tripadvisor","55+ reviews","N/A","Tripadvisor","Miramar"
"Sal's Italian Restaurant","N/A","Miramar, FL","Italian/Pizza","$$-$$$","3.7/5 Google","230","N/A","Tripadvisor","Miramar"
"Pita Shop","N/A","Miramar, FL","Lebanese/Mediterranean","$","4.2/5 Google","312","N/A","Tripadvisor","Miramar"
"Just Spoons Cafe","7023 W Broward Blvd","Plantation, FL","American/Comfort Food","N/A","4.9/5 Google","1,555+ reviews","N/A","restaurantji.com","Plantation"
"El Balcon de las Americas - Sawgrass","11901 W Sunrise Blvd","Plantation, FL","Colombian","N/A","4.8/5 Google","1,267+ reviews","N/A","restaurantji.com","Plantation"
"La Casita Andina","377 N State Rd 7 Ste 103","Plantation, FL","Peruvian","N/A","4.9/5 Google","256+ reviews","N/A","restaurantji.com","Plantation"
"Luka Restaurant and Coffee","244 S University Dr","Plantation, FL","Latin American/International","N/A","4.7/5 Google","570+ reviews","N/A","restaurantji.com","Plantation"
"Cajun Boil Seafood Restaurant","8000 W Broward Blvd Ste 1329","Plantation, FL","Cajun/Seafood","N/A","4.7/5 Google","491+ reviews","N/A","restaurantji.com","Plantation"
"Olivo Mediterranean Cuisine","7815 W Sunrise Blvd","Plantation, FL","Mediterranean","N/A","4.7/5 Google","326+ reviews","N/A","restaurantji.com","Plantation"
"Il Baretto Ristorante","220 S University Dr","Plantation, FL","Italian/Pizza","$$-$$$","4.7/5 Google","356+ reviews","N/A","restaurantji.com/Tripadvisor","Plantation"
"Cucina Alfresco","6975 W Broward Blvd","Plantation, FL","Italian","N/A","4.9/5 Google","155+ reviews","N/A","restaurantji.com/Tripadvisor","Plantation"
"Bonefish Grill (Plantation)","10197 W Sunrise Blvd","Plantation, FL","Seafood","$$-$$$","4.6/5 Google","677","N/A","restaurantji.com/Tripadvisor","Plantation"
"Kaluz Restaurant Plantation","100 N University Dr","Plantation, FL","New American","$$-$$$","4.6/5 Google","366+ reviews","N/A","restaurantji.com","Plantation"
"Vignetos Italian Grill","1511 S University Dr","Plantation, FL","Italian","$$-$$$","4.7/5 Google","359","N/A","Tripadvisor/restaurantji","Plantation"
"J. Alexander's Restaurant (Plantation)","8550 W Broward Blvd","Plantation, FL","American/Contemporary","$$-$$$","4.3/5 Google","508","N/A","Tripadvisor/restaurantji","Plantation"
"Burtons Grill & Bar","1003 S University Dr","Plantation, FL","American","$$-$$$","4.6/5 Google","304+ reviews","N/A","restaurantji.com","Plantation"
"Sushiato Plantation","1009 S University Dr","Plantation, FL","Japanese","N/A","4.9/5 Google","113+ reviews","N/A","restaurantji.com","Plantation"
"Whiskey Neat Plantation","12310 W Sunrise Blvd","Plantation, FL","American/Bar","N/A","4.8/5 Google","136+ reviews","N/A","restaurantji.com","Plantation"
"Sicilian Oven (Plantation)","801 S University Dr B116","Plantation, FL","Italian/Pizza","$$-$$$","4.6/5 Google","402","N/A","Tripadvisor/restaurantji","Plantation"
"Tacocraft Taqueria & Tequila Bar (Plantation)","301 N University Dr","Plantation, FL","Mexican","N/A","4.2/5 Google","323+ reviews","N/A","restaurantji.com","Plantation"
"Marumi Sushi","8271 W Sunrise Blvd","Plantation, FL","Sushi/Japanese","N/A","4.3/5 Google","274+ reviews","N/A","restaurantji.com","Plantation"
"Prime K BBQ","1361 S University Dr","Plantation, FL","Korean Barbecue","N/A","4.7/5 Google","146+ reviews","N/A","restaurantji.com","Plantation"
"Duffy's Sports Grill (Plantation)","811 S University Dr","Plantation, FL","American/Sports Bar","$$-$$$","4.5/5 Google","542","N/A","Tripadvisor/restaurantji","Plantation"
"Al-Salam Halal Mediterranean","1816 N University Dr","Plantation, FL","Mediterranean/Halal","N/A","4.5/5 Google","435+ reviews","N/A","restaurantji.com","Plantation"
"Dar Tajine Moroccan","8281 W Sunrise Blvd","Plantation, FL","Moroccan","N/A","4.6/5 Google","328+ reviews","N/A","restaurantji.com","Plantation"
"Otoro Sushi + Asian Kitchen","1447 S University Dr","Plantation, FL","Sushi/Asian","N/A","4.5/5 Google","298+ reviews","N/A","restaurantji.com","Plantation"
"Al Natour Middle Eastern Restaurant","1787 N University Dr","Plantation, FL","Lebanese/Mediterranean","$$-$$$","4.5/5 Google","402","N/A","Tripadvisor/restaurantji","Plantation"
"Padrino's Cuban Restaurant (Plantation)","1039 S University Dr #210","Plantation, FL","Cuban","$$-$$$","4.3/5 Google","446","N/A","Tripadvisor","Plantation"
"Brio Italian Grille","N/A","Plantation, FL","Italian","$$-$$$","3.9/5 Google","748","N/A","Tripadvisor","Plantation"
"Koume Japanese Restaurant","N/A","Plantation, FL","Japanese/Sushi","$$-$$$","4.5/5 Google","255","N/A","Tripadvisor","Plantation"
"La Bamba Mexican and Spanish Restaurant","N/A","Plantation, FL","Mexican/Spanish","$$-$$$","4.4/5 Google","459","N/A","Tripadvisor","Plantation"
"Maple and Cream Restaurant","375 N University Dr","Plantation, FL","American/Brunch","$$-$$$","4.4/5 Google","459","N/A","Tripadvisor/restaurantji","Plantation"
"Ford's Garage Plantation","301 N University Dr Ste 600","Plantation, FL","American/Burgers","N/A","4.4/5 Google","547+ reviews","N/A","restaurantji.com","Plantation"
"Fonda Tipico Rinconcito Colombiano","3801 N University Dr Ste 306","Sunrise, FL","Colombian","N/A","4.9/5 Google","423+ reviews","N/A","restaurantji.com","Sunrise"
"One Lebanese","1396 SW 160th Ave","Sunrise, FL","Lebanese","N/A","4.8/5 Google","273+ reviews","N/A","restaurantji.com","Sunrise"
"Seasons 52 (Sunrise)","1862 Sawgrass Mills Cir","Sunrise, FL 33323","New American","$$$","4.6/5 Google","826+ reviews","N/A","restaurantji.com/Wanderlog","Sunrise"
"E41 - Embarcadero 41 (Sunrise)","189 NW 136th Ave","Sunrise, FL","Seafood","N/A","4.6/5 Google","540+ reviews","N/A","restaurantji.com","Sunrise"
"Outback Steakhouse (Sunrise)","12719 W Sunrise Blvd","Sunrise, FL","American/Steakhouse","$$-$$$","4.6/5 Google","591+ reviews","N/A","restaurantji.com","Sunrise"
"One Italian","1342 SW 160th Ave","Sunrise, FL","Italian","N/A","4.7/5 Google","338+ reviews","N/A","restaurantji.com","Sunrise"
"All That Jazz South Florida","3491 Hiatus Rd","Sunrise, FL","American","N/A","4.8/5 Google","268+ reviews","N/A","restaurantji.com","Sunrise"
"Don Matias Restaurant","7788 NW 44th St","Sunrise, FL","Colombian","N/A","4.6/5 Google","330+ reviews","N/A","restaurantji.com","Sunrise"
"Zaika Weston (Sunrise)","1384 SW 160th Ave","Sunrise, FL","Indian","N/A","4.7/5 Google","188+ reviews","N/A","restaurantji.com","Sunrise"
"Ceviche Point","10031 Sunset Strip","Sunrise, FL","Peruvian","N/A","4.5/5 Google","318+ reviews","N/A","restaurantji.com","Sunrise"
"Kings Head British Pub","2692 N University Dr #13","Sunrise, FL","British/Pub","N/A","4.7/5 Google","300+ reviews","N/A","restaurantji.com","Sunrise"
"Sankofa Kitchen International","5007 Hiatus Rd","Sunrise, FL","African","N/A","4.6/5 Google","124+ reviews","N/A","restaurantji.com","Sunrise"
"Lickie Stickie BBQ","7794 NW 44th St","Sunrise, FL","Barbecue","N/A","4.5/5 Google","172+ reviews","N/A","restaurantji.com","Sunrise"
"Yard House (Sunrise)","2610 Sawgrass Mills Cir Ste 1401","Sunrise, FL","New American/Gastropub","$$-$$$","4.3/5 Google","490+ reviews","N/A","restaurantji.com/Wanderlog","Sunrise"
"Grand Lux Cafe","1780 Sawgrass Mills Cir","Sunrise, FL","American/Italian","$$-$$$","4.3/5 Google","523+ reviews","N/A","restaurantji.com/Wanderlog","Sunrise"
"TEN TEN Chinese Seafood Dim Sum","10101 Sunset Strip","Sunrise, FL","Chinese/Dim Sum","N/A","4.3/5 Google","342+ reviews","N/A","restaurantji.com","Sunrise"
"Tea Time","7762 NW 44th St","Sunrise, FL","Tea Room/Cafe","N/A","4.8/5 Google","152+ reviews","N/A","restaurantji.com","Sunrise"
"Gigi's Music Cafe","4385 NW 88th Ave","Sunrise, FL","Soul Food","N/A","4.5/5 Google","176+ reviews","N/A","restaurantji.com","Sunrise"
"St Bess Kitchen","8318 W Oakland Park Blvd","Sunrise, FL","Caribbean/Seafood","N/A","4.2/5 Google","241+ reviews","N/A","restaurantji.com","Sunrise"
"Nirala Sweets & Restaurant","8913 W Oakland Park Blvd","Sunrise, FL","Pakistani/Indian","N/A","4.2/5 Google","328+ reviews","N/A","restaurantji.com","Sunrise"
"Bob G's Wings N Things","9060 W Commercial Blvd","Sunrise, FL","American","N/A","4.2/5 Google","321+ reviews","N/A","restaurantji.com","Sunrise"
"Olive Garden Italian Restaurant (Sunrise)","13500 W Sunrise Blvd","Sunrise, FL","Italian","$$","4.3/5 Google","99+ reviews","N/A","restaurantji.com","Sunrise"
"Sushigami","12801 W Sunrise Blvd","Sunrise, FL","Sushi/Japanese","N/A","4.2/5 Google","261+ reviews","N/A","restaurantji.com","Sunrise"
"Villagio","1760 Sawgrass Mills Cir","Sunrise, FL","Italian","$$-$$$","4.1/5 Google","395+ reviews","N/A","restaurantji.com/Wanderlog","Sunrise"
"Crafty Crab Sunrise","2019 N University Dr","Sunrise, FL","Seafood","$$-$$$","4.0/5 Google","200+ reviews","N/A","restaurantji.com","Sunrise"
"P.F. Chang's (Sunrise)","1740 Sawgrass Mills Cir","Sunrise, FL 33323","Chinese","$$-$$$","4.4/5 Google","1,022+ reviews","N/A","Wanderlog/restaurantji","Sunrise"
"Texas de Brazil - Sawgrass","2606 Sawgrass Mills Cir Ste 1301B","Sunrise, FL 33323","Brazilian Steakhouse","$$$$","4.3/5 Google","N/A","N/A","Wanderlog","Sunrise"
"Rainforest Cafe","12801 W Sunrise Blvd","Sunrise, FL 33323","American","$$","4.4/5 Google","N/A","N/A","Wanderlog","Sunrise"
"Bahama Breeze (Sunrise)","2750 Sawgrass Mills Cir","Sunrise, FL 33323","Caribbean","$$-$$$","4.3/5 Google","N/A","N/A","Wanderlog","Sunrise"
"Tin Fish","10053 Sunset Strip","Sunrise, FL 33322","Seafood","$$-$$$","4.3/5 Google","N/A","N/A","Wanderlog","Sunrise"
"Lester's Diner (Sunrise)","1393 NW 136th Ave","Sunrise, FL 33323","Diner/American","$","4.3/5 Google","N/A","N/A","Wanderlog","Sunrise"
"Matchbox","1860 Sawgrass Mills Cir #5100","Sunrise, FL 33323","New American","$$-$$$","4.4/5 Google","N/A","N/A","Wanderlog","Sunrise"
"Divieto Ristorante - Coral Springs","2729 N University Dr","Coral Springs, FL","Italian","$$-$$$","4.8/5 Google","444+ reviews","N/A","restaurantji.com/Tripadvisor","Coral Springs"
"El Balcon de las Americas - Coral Springs","7932 W Sample Rd","Coral Springs, FL","Colombian","N/A","4.9/5 Google","697+ reviews","N/A","restaurantji.com","Coral Springs"
"MTB Top Burgers","4320 N State Rd 7","Coral Springs, FL","Brazilian/Burgers","N/A","4.7/5 Google","424+ reviews","N/A","restaurantji.com","Coral Springs"
"Benihana - Coral Springs","1695 N University Dr","Coral Springs, FL","Japanese/Steakhouse","$$-$$$","4.3/5 Google","1,344+ reviews","N/A","restaurantji.com","Coral Springs"
"La Marsa Coral Springs","6268 West Sample Rd","Coral Springs, FL","Mediterranean","N/A","4.7/5 Google","295+ reviews","N/A","restaurantji.com","Coral Springs"
"E41 - Embarcadero 41 Coral Springs","3111 N University Dr #113","Coral Springs, FL","Seafood","N/A","4.7/5 Google","279+ reviews","N/A","restaurantji.com","Coral Springs"
"Livello","2047 N University Dr","Coral Springs, FL","Italian","N/A","4.7/5 Google","239+ reviews","N/A","restaurantji.com","Coral Springs"
"Lao Hu Tong","2554 N University Dr","Coral Springs, FL","Chinese","N/A","4.8/5 Google","172+ reviews","N/A","restaurantji.com","Coral Springs"
"KPOT Korean BBQ & Hot Pot (Coral Springs)","9120 Wiles Rd","Coral Springs, FL","Korean","N/A","4.7/5 Google","212+ reviews","N/A","restaurantji.com","Coral Springs"
"Carrabba's Italian Grill","2501 N University Dr","Coral Springs, FL","Italian","$$-$$$","4.6/5 Google","456+ reviews","N/A","restaurantji.com","Coral Springs"
"Patio Flamenco","9651 Westview Dr","Coral Springs, FL","Spanish","N/A","4.7/5 Google","187+ reviews","N/A","restaurantji.com","Coral Springs"
"Restaurante Colombiano","2049 N University Dr","Coral Springs, FL","Colombian","N/A","4.5/5 Google","420+ reviews","N/A","restaurantji.com","Coral Springs"
"Melting Pot (Coral Springs)","10374 W Sample Rd","Coral Springs, FL","Fondue/American","$$$$","4.5/5 Google","589+ reviews","N/A","restaurantji.com/Tripadvisor","Coral Springs"
