Name,Latitude,Longitude,Address,City,Region,Cuisine,Price,Rating,Reviews
Brimstone Wood Fire Grill,26.004144,-80.338068,14575 SW 5th St,"Pembroke Pines, FL 33027",Pembroke Pines,American/Steakhouse,$$-$$$,4.4/5 Google,4286
The Pub - Pembroke Pines,26.006256,-80.336512,237 SW 145th Terrace,"Pembroke Pines, FL 33027",Pembroke Pines,Gastropub,$$-$$$,4.5/5 Google,2289
Sosta Caffe,26.007267,-80.291257,10800 Pines Blvd,"Pembroke Pines, FL 33026",Pembroke Pines,Italian,$$-$$$,4.4/5 Google,1445
Mezes Greek Taverna,26.00681,-80.279086,10040 Pines Blvd,"Pembroke Pines, FL 33024",Pembroke Pines,Greek/Mediterranean,$$-$$$,4.7/5 Google,1144
Bare Bones BBQ and Jerk,26.019902,-80.279847,1451 N Palm Ave,"Pembroke Pines, FL 33026",Pembroke Pines,Barbecue/Caribbean,N/A,4.4/5 Google,N/A
Cebiche-Bar Pembroke Pines,26.006086,-80.292437,10860 Pines Blvd,"Pembroke Pines, FL 33025",Pembroke Pines,Peruvian,N/A,4.5/5 Google,N/A
Mikan Japanese Restaurant,26.004811,-80.315642,12502 Pines Blvd,"Pembroke Pines, FL 33027",Pembroke Pines,Japanese/Sushi,N/A,4.5/5 Google,N/A
Bahama Breeze (Pembroke Pines),26.007217,-80.293382,11000 Pines Blvd,"Pembroke Pines, FL 33026",Pembroke Pines,Caribbean,$$-$$$,4.2/5 Google,N/A
Cracker Barrel (Pembroke Pines),26.031846,-80.165681,N/A,"Pembroke Pines, FL",Pembroke Pines,American,$$-$$$,4.1/5 Google,922
Il Toscano Ristorante Italiano,26.031846,-80.165681,N/A,"Pembroke Pines, FL",Pembroke Pines,Italian,$$-$$$,4.5/5 Google,700
Bocas House Weston,26.096663,-80.380526,1793 Bell Tower Ln,"Weston, FL",Weston,Latin American/Contemporary,$$-$$$,4.8/5 Google,"1,256+ reviews"
Caminito Weston,26.094956,-80.369661,1916 Weston Rd,"Weston, FL",Weston,Argentine/Steakhouse,N/A,4.9/5 Google,378+ reviews
Zona Blu Weston Italian Restaurant,26.120735,-80.363033,189 Weston Rd,"Weston, FL",Weston,Italian/Sardinian,$$-$$$,4.5/5 Google,467+ reviews
Negroni Weston,26.097131,-80.38127,1744 Main St,"Weston, FL",Weston,French/International,$$-$$$,4.4/5 Google,662+ reviews
Carolina Ale House - Weston,26.086329,-80.370731,2618 Weston Rd,"Weston, FL",Weston,American/Sports Bar,N/A,4.7/5 Google,764+ reviews
Sushiato Weston,26.067345,-80.363068,4483 Weston Rd,"Weston, FL",Weston,Japanese,N/A,4.7/5 Google,498+ reviews
Katana Cocina Nikkei,26.094946,-80.369861,1952 Weston Rd,"Weston, FL",Weston,Sushi/Nikkei,N/A,4.7/5 Google,330+ reviews
Piola Italian Restaurant Weston,26.030547,-80.355546,15641 Sheridan St #600,"Weston, FL",Weston,Italian/Pizza,N/A,4.7/5 Google,434+ reviews
Ke-uH Restaurant (Weston),26.09094,-80.37162,2278 Weston Rd,"Weston, FL",Weston,Sushi,N/A,4.7/5 Google,337+ reviews
Ceviche Arigato Restaurant,26.117513,-80.391464,288 Indian Trace,"Weston, FL 33326",Weston,Peruvian/Japanese Fusion,$$-$$$,4.7/5 Google,377+ reviews
Bonefish Grill (Weston),26.065009,-80.364532,4545 Weston Rd,"Weston, FL",Weston,Seafood,$$-$$$,4.5/5 Google,620+ reviews
Moon Thai & Japanese,26.08196,-80.36797,2818 Weston Rd,"Weston, FL",Weston,Thai/Japanese,N/A,4.6/5 Google,369+ reviews
La Rural Argentine Steakhouse,26.090175,-80.370638,2346 Weston Rd,"Weston, FL",Weston,Steakhouse/Argentine,$$-$$$,4.5/5 Google,500+ reviews
Smoke on the Water,26.096476,-80.38337,1630 Bell Tower Ln,"Weston, FL",Weston,American/Bar,N/A,4.6/5 Google,342+ reviews
Salumeria 104 - Weston,26.103556,-80.36353,1370 Weston Rd,"Weston, FL",Weston,Italian,N/A,4.5/5 Google,220+ reviews
Myung Ga Tofu & Barbecue,26.095002,-80.369839,1944 Weston Rd,"Weston, FL",Weston,Korean,N/A,4.6/5 Google,233+ reviews
Baires Grill - Weston,26.092269,-80.37099,2210 Weston Rd,"Weston, FL",Weston,Argentine/Steakhouse,$$-$$$,4.4/5 Google,723+ reviews
Shibuya Grill & Sushi Bar Weston,26.138901,-80.422442,2600 Glades Cir #700,"Weston, FL",Weston,Asian Fusion/Sushi,$$-$$$,4.5/5 Google,294+ reviews
GuacaTacos - Mexican Cantina,26.0927,-80.367708,2203 N Commerce Pkwy,"Weston, FL",Weston,Mexican,N/A,4.4/5 Google,317+ reviews
Tarantella Ristorante & Pizzeria,26.096794,-80.381054,1755 Bell Tower Ln,"Weston, FL",Weston,Italian/Pizza,$$-$$$,4.4/5 Google,483+ reviews
Mangia & Bevi Pizzeria Napoletana Weston,26.08946,-80.37161,2378 Weston Rd,"Weston, FL",Weston,Italian/Pizza,N/A,4.4/5 Google,257+ reviews
La Perla Seafood Bar & Grill,26.10378,-80.36605,1396 SW 160th Ave Suite 6,"Weston, FL",Weston,Peruvian/Seafood,$$-$$$,4.5/5 Google,271+ reviews
Japan Inn,26.097199,-80.379495,1798 Market St,"Weston, FL",Weston,Japanese,N/A,4.3/5 Google,732+ reviews
Flanigan's Seafood Bar and Grill (Weston),26.089393,-80.370831,2460 Weston Rd,"Weston, FL",Weston,American/Seafood,$$-$$$,4.3/5 Google,575+ reviews
Anthony's Coal Fired Pizza & Wings (Weston),26.065009,-80.364532,4527 Weston Rd,"Weston, FL",Weston,Italian/Pizza,$$-$$$,4.3/5 Google,385+ reviews
Acquolina,26.090215,-80.371368,2320 Weston Rd,"Weston, FL",Weston,Italian/Seafood,$$-$$$,4.1/5 Google,477
El Churrascaso Grill - Miramar,25.985469,-80.299116,11608 City Hall Promenade,"Miramar, FL",Miramar,Steakhouse/Brazilian,N/A,4.8/5 Google,882+ reviews
Amici Trattoria Italian,25.978201,-80.297046,11338 Miramar Pkwy,"Miramar, FL",Miramar,Italian,$$-$$$,4.8/5 Google,608+ reviews
Zuru Ramen Bar - Miramar,25.979645,-80.296349,11225 Miramar Pkwy Ste 233,"Miramar, FL",Miramar,Ramen/Japanese,N/A,4.8/5 Google,401+ reviews
Cucina Moderna,25.979645,-80.296349,11225 Miramar Pkwy Ste 260,"Miramar, FL",Miramar,Italian/Pizza,N/A,4.6/5 Google,407+ reviews
World of Beer,25.979645,-80.296349,11225 Miramar Pkwy B295,"Miramar, FL",Miramar,American/Gastropub,N/A,4.5/5 Google,492+ reviews
Rosalia's Kitchen,25.978353,-80.307857,12130 Miramar Pkwy,"Miramar, FL",Miramar,Italian/Contemporary,$$-$$$,4.5/5 Google,446+ reviews
La Famiglia Italian Restaurant & Pizzeria,25.982758,-80.301843,11655 Red Rd,"Miramar, FL",Miramar,Italian/Pizza,$$-$$$,4.6/5 Google,396+ reviews
El Rey de la Salchipapa,25.982758,-80.301843,11635 Red Rd,"Miramar, FL",Miramar,Colombian,N/A,4.6/5 Google,205+ reviews
Chifa Du Kang - Miramar,25.979176,-80.34131,14633 Miramar Pkwy,"Miramar, FL",Miramar,Chinese/Peruvian,$$-$$$,4.8/5 Google,96+ reviews
Miga's Steak House,25.978888,-80.363115,16311 Miramar Pkwy,"Miramar, FL",Miramar,Steakhouse/Argentine,$$-$$$,4.4/5 Google,413+ reviews
Nami Sushi,25.979528,-80.317041,12711 Miramar Pkwy,"Miramar, FL",Miramar,Sushi/Japanese,N/A,4.6/5 Google,246+ reviews
Sushi Sake Miramar,25.979883,-80.393266,18415 Miramar Pkwy,"Miramar, FL",Miramar,Sushi/Japanese,N/A,4.5/5 Google,149+ reviews
T's Kitchen & Sweetz,25.992975,-80.207897,2000 S State Rd 7,"Miramar, FL",Miramar,American/Pasta,N/A,4.5/5 Google,92+ reviews
Texas Roadhouse (Miramar),25.980196,-80.355971,3241 SW 160th Ave,"Miramar, FL",Miramar,American/Steakhouse,$$-$$$,4.2/5 Google,682+ reviews
The Bistro - Eat. Drink. Connect.,25.981911,-80.341129,14500 SW 29th St,"Miramar, FL",Miramar,American,N/A,4.7/5 Google,65+ reviews
Mangia & Bevi Pizzeria Napoletana (Miramar),25.978753,-80.339441,14453 Miramar Pkwy,"Miramar, FL",Miramar,Italian/Pizza,N/A,4.5/5 Google,54+ reviews
El Fogon Peruvian Cuisine,25.981604,-80.3591,2913 SW 160th Ave,"Miramar, FL",Miramar,Peruvian,$$-$$$,4.2/5 Google,297+ reviews
La Belle Jacmelienne Cafe,25.979045,-80.247198,3328 S University Dr,"Miramar, FL",Miramar,Haitian,N/A,4.2/5 Google,232+ reviews
Bon Appetit Restaurant & 727 Lounge,25.995145,-80.212799,6252 Pembroke Rd,"Miramar, FL",Miramar,Haitian,N/A,4.1/5 Google,"1,450+ reviews"
Silver Spoon Thai & Sushi,25.98143,-80.35965,2929 SW 160th Ave,"Miramar, FL",Miramar,Thai/Sushi,$$-$$$,4.2/5 Google,246+ reviews
Primo's Pizza & Pasta,25.980915,-80.375275,17173 Miramar Pkwy,"Miramar, FL",Miramar,Italian/Pizza,$$-$$$,4.1/5 Google,212+ reviews
Tribeca Restaurant And Lounge,25.97745,-80.307741,12100 Miramar Pkwy #170,"Miramar, FL",Miramar,Latin American,N/A,4.0/5 Google,205+ reviews
Benihana - Miramar,25.980506,-80.354729,3261 SW 160th Ave,"Miramar, FL",Miramar,Japanese/Steakhouse,$$-$$$,3.7/5 Google,1336
Miramar Seafood And Steak,26.031846,-80.165681,N/A,"Miramar, FL",Miramar,American/Steakhouse,$$$$,4.9/5 Tripadvisor,7+ reviews
Cabana Cafe,26.031846,-80.165681,N/A,"Miramar, FL",Miramar,American/Bar,$$-$$$,4.0/5 Tripadvisor,100+ reviews
Lin's Asian Cuisine,26.031846,-80.165681,N/A,"Miramar, FL",Miramar,Chinese/Asian,$$-$$$,4.2/5 Tripadvisor,114+ reviews
Our Humble Abode,26.031846,-80.165681,N/A,"Miramar, FL",Miramar,American/Latin,$$-$$$,4.0/5 Tripadvisor,55+ reviews
Sal's Italian Restaurant,26.031846,-80.165681,N/A,"Miramar, FL",Miramar,Italian/Pizza,$$-$$$,3.7/5 Google,230
Pita Shop,26.031846,-80.165681,N/A,"Miramar, FL",Miramar,Lebanese/Mediterranean,$,4.2/5 Google,312
Just Spoons Cafe,26.12151,-80.242394,7023 W Broward Blvd,"Plantation, FL",Plantation,American/Comfort Food,N/A,4.9/5 Google,"1,555+ reviews"
El Balcon de las Americas - Sawgrass,26.146821,-80.309397,11901 W Sunrise Blvd,"Plantation, FL",Plantation,Colombian,N/A,4.8/5 Google,"1,267+ reviews"
La Casita Andina,26.125252,-80.202553,377 N State Rd 7 Ste 103,"Plantation, FL",Plantation,Peruvian,N/A,4.9/5 Google,256+ reviews
Luka Restaurant and Coffee,26.11919,-80.25181,244 S University Dr,"Plantation, FL",Plantation,Latin American/International,N/A,4.7/5 Google,570+ reviews
Cajun Boil Seafood Restaurant,26.119652,-80.254731,8000 W Broward Blvd Ste 1329,"Plantation, FL",Plantation,Cajun/Seafood,N/A,4.7/5 Google,491+ reviews
Olivo Mediterranean Cuisine,26.148669,-80.253276,7815 W Sunrise Blvd,"Plantation, FL",Plantation,Mediterranean,N/A,4.7/5 Google,326+ reviews
Il Baretto Ristorante,26.11919,-80.25181,220 S University Dr,"Plantation, FL",Plantation,Italian/Pizza,$$-$$$,4.7/5 Google,356+ reviews
Cucina Alfresco,26.120923,-80.240909,6975 W Broward Blvd,"Plantation, FL",Plantation,Italian,N/A,4.9/5 Google,155+ reviews
Bonefish Grill (Plantation),26.14763,-80.286616,10197 W Sunrise Blvd,"Plantation, FL",Plantation,Seafood,$$-$$$,4.6/5 Google,677
Kaluz Restaurant Plantation,26.122413,-80.252386,100 N University Dr,"Plantation, FL",Plantation,New American,$$-$$$,4.6/5 Google,366+ reviews
Vignetos Italian Grill,26.101881,-80.251403,1511 S University Dr,"Plantation, FL",Plantation,Italian,$$-$$$,4.7/5 Google,359
J. Alexander's Restaurant (Plantation),26.120027,-80.263017,8550 W Broward Blvd,"Plantation, FL",Plantation,American/Contemporary,$$-$$$,4.3/5 Google,508
Burtons Grill & Bar,26.107842,-80.251592,1003 S University Dr,"Plantation, FL",Plantation,American,$$-$$$,4.6/5 Google,304+ reviews
Sushiato Plantation,26.108101,-80.251165,1009 S University Dr,"Plantation, FL",Plantation,Japanese,N/A,4.9/5 Google,113+ reviews
Whiskey Neat Plantation,26.144418,-80.313261,12310 W Sunrise Blvd,"Plantation, FL",Plantation,American/Bar,N/A,4.8/5 Google,136+ reviews
Sicilian Oven (Plantation),26.110609,-80.252042,801 S University Dr B116,"Plantation, FL",Plantation,Italian/Pizza,$$-$$$,4.6/5 Google,402
Tacocraft Taqueria & Tequila Bar (Plantation),26.124572,-80.256186,301 N University Dr,"Plantation, FL",Plantation,Mexican,N/A,4.2/5 Google,323+ reviews
Marumi Sushi,26.14885,-80.261147,8271 W Sunrise Blvd,"Plantation, FL",Plantation,Sushi/Japanese,N/A,4.3/5 Google,274+ reviews
Prime K BBQ,26.102435,-80.251366,1361 S University Dr,"Plantation, FL",Plantation,Korean Barbecue,N/A,4.7/5 Google,146+ reviews
Duffy's Sports Grill (Plantation),26.109733,-80.251187,811 S University Dr,"Plantation, FL",Plantation,American/Sports Bar,$$-$$$,4.5/5 Google,542
Al-Salam Halal Mediterranean,26.149199,-80.255643,1816 N University Dr,"Plantation, FL",Plantation,Mediterranean/Halal,N/A,4.5/5 Google,435+ reviews
Dar Tajine Moroccan,26.14887,-80.261301,8281 W Sunrise Blvd,"Plantation, FL",Plantation,Moroccan,N/A,4.6/5 Google,328+ reviews
Otoro Sushi + Asian Kitchen,26.10249,-80.250088,1447 S University Dr,"Plantation, FL",Plantation,Sushi/Asian,N/A,4.5/5 Google,298+ reviews
Al Natour Middle Eastern Restaurant,26.148226,-80.257163,1787 N University Dr,"Plantation, FL",Plantation,Lebanese/Mediterranean,$$-$$$,4.5/5 Google,402
Padrino's Cuban Restaurant (Plantation),26.108108,-80.25179,1039 S University Dr #210,"Plantation, FL",Plantation,Cuban,$$-$$$,4.3/5 Google,446
Brio Italian Grille,26.031846,-80.165681,N/A,"Plantation, FL",Plantation,Italian,$$-$$$,3.9/5 Google,748
Koume Japanese Restaurant,26.031846,-80.165681,N/A,"Plantation, FL",Plantation,Japanese/Sushi,$$-$$$,4.5/5 Google,255
La Bamba Mexican and Spanish Restaurant,26.031846,-80.165681,N/A,"Plantation, FL",Plantation,Mexican/Spanish,$$-$$$,4.4/5 Google,459
Maple and Cream Restaurant,26.12667,-80.256909,375 N University Dr,"Plantation, FL",Plantation,American/Brunch,$$-$$$,4.4/5 Google,459
Ford's Garage Plantation,26.124572,-80.256186,301 N University Dr Ste 600,"Plantation, FL",Plantation,American/Burgers,N/A,4.4/5 Google,547+ reviews
Fonda Tipico Rinconcito Colombiano,26.171599,-80.256871,3801 N University Dr Ste 306,"Sunrise, FL",Sunrise,Colombian,N/A,4.9/5 Google,423+ reviews
One Lebanese,26.10378,-80.36605,1396 SW 160th Ave,"Sunrise, FL",Sunrise,Lebanese,N/A,4.8/5 Google,273+ reviews
Seasons 52 (Sunrise),26.14965,-80.319104,1862 Sawgrass Mills Cir,"Sunrise, FL 33323",Sunrise,New American,$$$,4.6/5 Google,826+ reviews
E41 - Embarcadero 41 (Sunrise),26.123372,-80.330853,189 NW 136th Ave,"Sunrise, FL",Sunrise,Seafood,N/A,4.6/5 Google,540+ reviews
Outback Steakhouse (Sunrise),26.145269,-80.323574,12719 W Sunrise Blvd,"Sunrise, FL",Sunrise,American/Steakhouse,$$-$$$,4.6/5 Google,591+ reviews
One Italian,26.10411,-80.36588,1342 SW 160th Ave,"Sunrise, FL",Sunrise,Italian,N/A,4.7/5 Google,338+ reviews
All That Jazz South Florida,26.169954,-80.29626,3491 Hiatus Rd,"Sunrise, FL",Sunrise,American,N/A,4.8/5 Google,268+ reviews
Don Matias Restaurant,26.178358,-80.253959,7788 NW 44th St,"Sunrise, FL",Sunrise,Colombian,N/A,4.6/5 Google,330+ reviews
Zaika Weston (Sunrise),26.10381,-80.36604,1384 SW 160th Ave,"Sunrise, FL",Sunrise,Indian,N/A,4.7/5 Google,188+ reviews
Ceviche Point,26.154029,-80.283165,10031 Sunset Strip,"Sunrise, FL",Sunrise,Peruvian,N/A,4.5/5 Google,318+ reviews
Kings Head British Pub,26.15726,-80.256838,2692 N University Dr #13,"Sunrise, FL",Sunrise,British/Pub,N/A,4.7/5 Google,300+ reviews
Sankofa Kitchen International,26.187291,-80.291689,5007 Hiatus Rd,"Sunrise, FL",Sunrise,African,N/A,4.6/5 Google,124+ reviews
Lickie Stickie BBQ,26.179697,-80.254295,7794 NW 44th St,"Sunrise, FL",Sunrise,Barbecue,N/A,4.5/5 Google,172+ reviews
Yard House (Sunrise),26.154315,-80.322515,2610 Sawgrass Mills Cir Ste 1401,"Sunrise, FL",Sunrise,New American/Gastropub,$$-$$$,4.3/5 Google,490+ reviews
Grand Lux Cafe,26.148737,-80.323086,1780 Sawgrass Mills Cir,"Sunrise, FL",Sunrise,American/Italian,$$-$$$,4.3/5 Google,523+ reviews
TEN TEN Chinese Seafood Dim Sum,26.15286,-80.28511,10101 Sunset Strip,"Sunrise, FL",Sunrise,Chinese/Dim Sum,N/A,4.3/5 Google,342+ reviews
Tea Time,26.179696,-80.253726,7762 NW 44th St,"Sunrise, FL",Sunrise,Tea Room/Cafe,N/A,4.8/5 Google,152+ reviews
Gigi's Music Cafe,26.17811,-80.26878,4385 NW 88th Ave,"Sunrise, FL",Sunrise,Soul Food,N/A,4.5/5 Google,176+ reviews
St Bess Kitchen,26.166763,-80.260551,8318 W Oakland Park Blvd,"Sunrise, FL",Sunrise,Caribbean/Seafood,N/A,4.2/5 Google,241+ reviews
Nirala Sweets & Restaurant,26.16846,-80.26989,8913 W Oakland Park Blvd,"Sunrise, FL",Sunrise,Pakistani/Indian,N/A,4.2/5 Google,328+ reviews
Bob G's Wings N Things,26.193456,-80.272074,9060 W Commercial Blvd,"Sunrise, FL",Sunrise,American,N/A,4.2/5 Google,321+ reviews
Olive Garden Italian Restaurant (Sunrise),26.145002,-80.326427,13500 W Sunrise Blvd,"Sunrise, FL",Sunrise,Italian,$$,4.3/5 Google,99+ reviews
Sushigami,26.147095,-80.322637,12801 W Sunrise Blvd,"Sunrise, FL",Sunrise,Sushi/Japanese,N/A,4.2/5 Google,261+ reviews
Villagio,26.14882,-80.322544,1760 Sawgrass Mills Cir,"Sunrise, FL",Sunrise,Italian,$$-$$$,4.1/5 Google,395+ reviews
Crafty Crab Sunrise,26.15071,-80.2588,2019 N University Dr,"Sunrise, FL",Sunrise,Seafood,$$-$$$,4.0/5 Google,200+ reviews
P.F. Chang's (Sunrise),26.148652,-80.32252,1740 Sawgrass Mills Cir,"Sunrise, FL 33323",Sunrise,Chinese,$$-$$$,4.4/5 Google,"1,022+ reviews"
Texas de Brazil - Sawgrass,26.15604,-80.31685,2606 Sawgrass Mills Cir Ste 1301B,"Sunrise, FL 33323",Sunrise,Brazilian Steakhouse,$$$$,4.3/5 Google,N/A
Rainforest Cafe,26.147095,-80.322637,12801 W Sunrise Blvd,"Sunrise, FL 33323",Sunrise,American,$$,4.4/5 Google,N/A
Bahama Breeze (Sunrise),26.15741,-80.319205,2750 Sawgrass Mills Cir,"Sunrise, FL 33323",Sunrise,Caribbean,$$-$$$,4.3/5 Google,N/A
Tin Fish,26.152865,-80.284019,10053 Sunset Strip,"Sunrise, FL 33322",Sunrise,Seafood,$$-$$$,4.3/5 Google,N/A
Lester's Diner (Sunrise),26.139179,-80.330692,1393 NW 136th Ave,"Sunrise, FL 33323",Sunrise,Diner/American,$,4.3/5 Google,N/A
Matchbox,26.149444,-80.319728,1860 Sawgrass Mills Cir #5100,"Sunrise, FL 33323",Sunrise,New American,$$-$$$,4.4/5 Google,N/A
Divieto Ristorante - Coral Springs,26.264299,-80.249301,2729 N University Dr,"Coral Springs, FL",Coral Springs,Italian,$$-$$$,4.8/5 Google,444+ reviews
El Balcon de las Americas - Coral Springs,26.271787,-80.231872,7932 W Sample Rd,"Coral Springs, FL",Coral Springs,Colombian,N/A,4.9/5 Google,697+ reviews
MTB Top Burgers,26.282896,-80.203278,4320 N State Rd 7,"Coral Springs, FL",Coral Springs,Brazilian/Burgers,N/A,4.7/5 Google,424+ reviews
Benihana - Coral Springs,26.251721,-80.252477,1695 N University Dr,"Coral Springs, FL",Coral Springs,Japanese/Steakhouse,$$-$$$,4.3/5 Google,"1,344+ reviews"
La Marsa Coral Springs,26.272545,-80.208941,6268 West Sample Rd,"Coral Springs, FL",Coral Springs,Mediterranean,N/A,4.7/5 Google,295+ reviews
E41 - Embarcadero 41 Coral Springs,26.268669,-80.249439,3111 N University Dr #113,"Coral Springs, FL",Coral Springs,Seafood,N/A,4.7/5 Google,279+ reviews
Livello,26.256401,-80.249145,2047 N University Dr,"Coral Springs, FL",Coral Springs,Italian,N/A,4.7/5 Google,239+ reviews
Lao Hu Tong,26.26171,-80.250468,2554 N University Dr,"Coral Springs, FL",Coral Springs,Chinese,N/A,4.8/5 Google,172+ reviews
KPOT Korean BBQ & Hot Pot (Coral Springs),26.285669,-80.246429,9120 Wiles Rd,"Coral Springs, FL",Coral Springs,Korean,N/A,4.7/5 Google,212+ reviews
Carrabba's Italian Grill,26.261557,-80.249135,2501 N University Dr,"Coral Springs, FL",Coral Springs,Italian,$$-$$$,4.6/5 Google,456+ reviews
Patio Flamenco,26.29795,-80.253658,9651 Westview Dr,"Coral Springs, FL",Coral Springs,Spanish,N/A,4.7/5 Google,187+ reviews
Restaurante Colombiano,26.256389,-80.249126,2049 N University Dr,"Coral Springs, FL",Coral Springs,Colombian,N/A,4.5/5 Google,420+ reviews
Melting Pot (Coral Springs),26.272115,-80.264396,10374 W Sample Rd,"Coral Springs, FL",Coral Springs,Fondue/American,$$$$,4.5/5 Google,589+ reviews
Eddie and Vinny's,26.272899,-80.261954,10181 W Sample Rd,"Coral Springs, FL",Coral Springs,Italian,$$$$,4.7/5 Google,157
SEA Asian Bistro,26.255344,-80.250806,1933 N University Dr,"Coral Springs, FL",Coral Springs,Asian Fusion,N/A,4.5/5 Google,285+ reviews
Tacocraft Taqueria & Tequila Bar (Coral Springs),26.27135,-80.25094,3240 N University Dr,"Coral Springs, FL",Coral Springs,Mexican,N/A,4.5/5 Google,276+ reviews
Tap 42 Craft Kitchen & Bar (Coral Springs),26.268669,-80.249439,3111 N University Dr Ste 100,"Coral Springs, FL",Coral Springs,American,N/A,4.4/5 Google,597+ reviews
Bravo Peruvian Kitchen (Coral Springs),26.272849,-80.255931,9711 W Sample Rd,"Coral Springs, FL",Coral Springs,Peruvian,N/A,4.5/5 Google,245+ reviews
Moore Fire Grill,26.276002,-80.207987,6291 W Sample Rd,"Coral Springs, FL",Coral Springs,Southern,N/A,4.6/5 Google,173+ reviews
"Phat Boy Sushi, Kitchen & Bar (Coral Springs)",26.263536,-80.250536,2702 N University Dr,"Coral Springs, FL",Coral Springs,Sushi/Japanese,N/A,4.4/5 Google,460+ reviews
Bonefish Grill (Coral Springs),26.248985,-80.252489,1455 N University Dr,"Coral Springs, FL",Coral Springs,Seafood,$$-$$$,4.4/5 Google,536+ reviews
Runyon's,26.27195,-80.257191,9810 W Sample Rd,"Coral Springs, FL",Coral Springs,Steakhouse/Fine Dining,$$$$,4.4/5 Google,442+ reviews
Tarka Karahi and Kabab House,26.272558,-80.23145,7881 W Sample Rd,"Coral Springs, FL",Coral Springs,Indian/Pakistani,N/A,4.4/5 Google,321+ reviews
BJ's Restaurant & Brewhouse,26.250436,-80.253907,1580 N University Dr,"Coral Springs, FL",Coral Springs,American/Brewpub,$$-$$$,4.3/5 Google,685+ reviews
THE NAMU Korean Japanese Kitchen & Izakaya,26.259255,-80.264446,10317 Royal Palm Blvd,"Coral Springs, FL",Coral Springs,Korean/Japanese,$$-$$$,4.3/5 Google,474+ reviews
Big Bear Brewing Company,26.27258,-80.26044,N/A,"Coral Springs, FL",Coral Springs,American/Brewpub,$$-$$$,4.3/5 Tripadvisor,838+ reviews
The Cook and the Cork,26.27258,-80.26044,N/A,"Coral Springs, FL",Coral Springs,American/International,$$-$$$,4.2/5 Google,435
Rock n Roll Ribs,26.27258,-80.26044,N/A,"Coral Springs, FL",Coral Springs,American/BBQ,$$-$$$,4.3/5 Tripadvisor,424+ reviews
Red Ginger,26.27258,-80.26044,N/A,"Coral Springs, FL",Coral Springs,Chinese/Sushi,$$-$$$,4.1/5 Tripadvisor,337+ reviews
Bonefish Mac's Sports Grille,26.27258,-80.26044,N/A,"Coral Springs, FL",Coral Springs,American/Bar,$$-$$$,4.1/5 Tripadvisor,311+ reviews
Hellenic Republic,26.27258,-80.26044,N/A,"Coral Springs, FL",Coral Springs,Greek/Mediterranean,$$-$$$,4.1/5 Tripadvisor,30+ reviews
Hamachi Thai And Sushi,26.27258,-80.26044,N/A,"Coral Springs, FL",Coral Springs,Japanese/Thai/Sushi,$$-$$$,4.1/5 Google,238
Arun's Indian Kichen,26.27258,-80.26044,N/A,"Coral Springs, FL",Coral Springs,Indian,$,4.4/5 Google,376
Francisca Charcoal Chicken & Meats (Davie),26.094152,-80.249657,2258 S University Dr,"Davie, FL",Davie,Latin American,N/A,4.9/5 Google,"1,414+ reviews"
Cilantro Asian Bistro,26.11107,-80.303064,11590 W State Rd 84,"Davie, FL",Davie,Sushi/Asian,$$-$$$,4.9/5 Google,652+ reviews
Twin Peaks (Davie),26.095462,-80.250251,2000 S University Dr,"Davie, FL",Davie,American/Sports Bar,$$-$$$,4.8/5 Google,"1,636+ reviews"
The Greek Joint Kitchen and Bar,26.04727,-80.248266,5810 S University Dr 118-119,"Davie, FL",Davie,Greek,N/A,4.7/5 Google,304+ reviews
Pho Bar Vietnamese Kitchen (Davie),26.064622,-80.230552,6310 Griffin Rd,"Davie, FL",Davie,Vietnamese,N/A,4.8/5 Google,659+ reviews
Buca di Beppo Italian Restaurant,26.079633,-80.252159,3355 S University Dr,"Davie, FL",Davie,Italian,$$-$$$,4.7/5 Google,844+ reviews
Alta Vaca Grill,26.090315,-80.249689,7740 Nova Dr,"Davie, FL",Davie,Argentine/Steakhouse,$$-$$$,4.8/5 Google,324+ reviews
"Phat Boy Sushi, Kitchen & Bar (Davie)",26.089381,-80.251898,2451 S University Dr,"Davie, FL",Davie,Japanese/Sushi,N/A,4.7/5 Google,565+ reviews
Bae Korean Grill,26.052613,-80.210954,5711 Seminole Way #100,"Davie, FL",Davie,Korean,N/A,4.7/5 Google,608+ reviews
Esposito's Pizza Bar Restaurant,26.093584,-80.252162,2221 S University Dr,"Davie, FL",Davie,Italian/Pizza,N/A,4.7/5 Google,449+ reviews
Poke Ramen Asian Soul Kitchen,26.09582,-80.24935,1908 S University Dr,"Davie, FL",Davie,Asian/Poke/Ramen,N/A,4.7/5 Google,425+ reviews
Sushi Song Davie,26.063862,-80.231681,6370 Griffin Rd Unit c101,"Davie, FL",Davie,Sushi/Japanese,N/A,4.4/5 Google,155+ reviews
Lemongrass Hotpot,26.053025,-80.206691,5450 S State Rd 7,"Davie, FL",Davie,Chinese/Hot Pot,$$-$$$,4.7/5 Google,347+ reviews
Pinsa 104,26.060939,-80.251487,4900 S University Dr Ste 104,"Davie, FL",Davie,Italian,N/A,4.9/5 Google,107+ reviews
Palace Indian Restaurant,26.111087,-80.301154,11422 W State Rd 84,"Davie, FL",Davie,Indian,N/A,4.6/5 Google,435+ reviews
Emerald Thai Restaurant,26.1012,-80.26246,8500 W State Rd 84,"Davie, FL",Davie,Thai,N/A,4.8/5 Google,248+ reviews
